User_ID,Month,Year,total_kwh,avg_kwh,total_cost,avg_cost,avg_wallet_balance,avg_session_duration,avg_cost_efficiency,peak_hour_ratio,City,Vehicle_Type,Subscription_Type,Payment_Mode,Charger_Type
U03063,9,2024,34.73,34.73,320.91,320.91,853.65,60,9.240138209,0,Delhi,2W,Basic,Wallet,Superfast
U03064,5,2024,24.38,24.38,214.3,214.3,554.67,60,8.789991797,0,Hyderabad,4W,Basic,Credit Card,Slow
U03065,8,2024,49.44,49.44,428.15,428.15,1976.2,60,8.659991909,0,Ahmedabad,4W,Premium,Wallet,Fast
U03066,9,2025,39.25,39.25,383.08,383.08,876.24,60,9.76,0,Mumbai,3W,Premium,Debit Card,Slow
U03067,10,2024,12.44,12.44,114.32,114.32,591.06,60,9.189710611,1,Bangalore,2W,Pay-as-you-go,Debit Card,Slow
U03068,1,2024,2.02,2.02,13.01,13.01,756.17,60,6.440594059,1,Kolkata,2W,Pay-as-you-go,Credit Card,Fast
U03069,1,2025,49.42,49.42,441.32,441.32,1129.33,60,8.929987859,1,Pune,4W,Premium,Credit Card,Fast
U03070,1,2025,37.83,37.83,305.67,305.67,1342.47,60,8.080095163,1,Mumbai,4W,Premium,Debit Card,Slow
U03071,12,2024,17.45,17.45,165.95,165.95,1236.06,60,9.510028653,1,Ahmedabad,3W,Pay-as-you-go,Credit Card,Superfast
U03072,7,2025,37.81,37.81,434.82,434.82,140.32,60,11.50013224,0,Hyderabad,4W,Premium,Debit Card,Slow
U03073,8,2024,48.23,48.23,459.63,459.63,1539.92,60,9.529960605,0,Bangalore,3W,Premium,UPI,Slow
U03074,8,2024,28.95,28.95,277.05,277.05,715.92,60,9.569948187,0,Hyderabad,2W,Premium,Wallet,Fast
U03075,9,2025,17.65,17.65,115.78,115.78,1228.19,60,6.559773371,0,Pune,2W,Pay-as-you-go,Wallet,Fast
U03076,2,2024,9.57,9.57,72.25,72.25,1179.89,60,7.549634274,0,Mumbai,2W,Basic,Wallet,Superfast
U03077,9,2024,39.13,39.13,363.52,363.52,215.84,60,9.290058778,0,Kolkata,4W,Basic,UPI,Slow
U03078,8,2024,23.87,23.87,239.89,239.89,1985.04,60,10.04985337,0,Bangalore,2W,Basic,Wallet,Superfast
U03079,11,2024,25.27,25.27,154.4,154.4,1330.92,60,6.110011872,0,Bangalore,4W,Basic,Wallet,Superfast
U03080,1,2024,42.7,42.7,397.11,397.11,1210.67,60,9.3,0,Mumbai,4W,Pay-as-you-go,Wallet,Slow
U03081,6,2024,42.55,42.55,440.39,440.39,698.05,60,10.34994125,0,Hyderabad,2W,Pay-as-you-go,UPI,Superfast
U03082,3,2025,42.06,42.06,433.22,433.22,1756.01,60,10.30004755,0,Mumbai,2W,Premium,UPI,Fast
U03083,4,2025,35.11,35.11,369.36,369.36,480.96,60,10.52007975,0,Mumbai,4W,Pay-as-you-go,Credit Card,Fast
U03084,2,2025,39.46,39.46,321.99,321.99,1497.76,60,8.159908768,0,Pune,4W,Pay-as-you-go,Credit Card,Superfast
U03085,3,2024,19.58,19.58,180.14,180.14,1658.01,60,9.20020429,0,Bangalore,2W,Basic,Wallet,Superfast
U03086,12,2025,10.79,10.79,65.93,65.93,1995.13,60,6.110287303,0,Kolkata,3W,Basic,Wallet,Slow
U03087,9,2024,13.64,13.64,153.86,153.86,744.44,60,11.28005865,0,Mumbai,4W,Pay-as-you-go,Wallet,Fast
U03088,9,2025,22.73,22.73,271.4,271.4,518.48,60,11.94016718,0,Mumbai,4W,Pay-as-you-go,Wallet,Slow
U03089,10,2024,15.16,15.16,93.99,93.99,1047.68,60,6.199868074,0,Delhi,4W,Premium,Credit Card,Superfast
U03090,10,2025,42.67,42.67,338.37,338.37,1033.96,60,7.929927349,0,Mumbai,4W,Pay-as-you-go,Wallet,Fast
U03091,5,2024,25.99,25.99,198.82,198.82,1270.35,60,7.649865333,1,Mumbai,4W,Pay-as-you-go,Debit Card,Superfast
U03092,3,2024,32.01,32.01,371.64,371.64,379.86,60,11.61012184,1,Delhi,4W,Premium,Credit Card,Superfast
U03093,9,2025,49.7,49.7,317.09,317.09,245.1,60,6.380080483,1,Hyderabad,4W,Pay-as-you-go,Debit Card,Superfast
U03094,4,2024,22.95,22.95,182.45,182.45,1084.92,60,7.949891068,1,Kolkata,2W,Basic,Wallet,Slow
U03095,11,2025,12.9,12.9,84.11,84.11,205.24,60,6.520155039,1,Chennai,4W,Premium,Debit Card,Fast
U03096,3,2024,46.04,46.04,350.82,350.82,502.08,60,7.619895743,0,Chennai,4W,Pay-as-you-go,UPI,Fast
U03097,4,2024,6.18,6.18,54.26,54.26,1640.26,60,8.779935275,0,Ahmedabad,4W,Pay-as-you-go,Debit Card,Slow
U03098,12,2024,8.92,8.92,83.05,83.05,1651.69,60,9.310538117,0,Chennai,4W,Premium,UPI,Slow
U03099,10,2024,13.19,13.19,109.61,109.61,104.72,60,8.310083397,0,Chennai,2W,Premium,UPI,Fast
U03100,7,2025,36.08,36.08,324.36,324.36,1256.28,60,8.990022173,0,Ahmedabad,4W,Pay-as-you-go,Debit Card,Superfast
U03101,10,2024,8.67,8.67,73.17,73.17,776.08,60,8.439446367,0,Pune,4W,Premium,Wallet,Superfast
U03102,2,2025,37.77,37.77,314.25,314.25,784.2,60,8.320095314,0,Ahmedabad,2W,Basic,Credit Card,Superfast
U03103,2,2024,30.48,30.48,355.7,355.7,1063.18,60,11.66994751,0,Pune,4W,Basic,Credit Card,Superfast
U03104,7,2025,7.09,7.09,71.68,71.68,1927.98,60,10.1100141,0,Hyderabad,3W,Pay-as-you-go,Credit Card,Fast
U03105,10,2024,23.81,23.81,280.48,280.48,1052.59,60,11.7799244,0,Ahmedabad,4W,Premium,Credit Card,Slow
U03106,9,2024,5.16,5.16,47.32,47.32,725.69,60,9.170542636,0,Ahmedabad,2W,Pay-as-you-go,UPI,Fast
U03107,9,2024,16.15,16.15,108.85,108.85,1051.55,60,6.73993808,0,Mumbai,2W,Basic,UPI,Fast
U03108,2,2025,38.84,38.84,342.96,342.96,365.46,60,8.830072091,0,Chennai,4W,Premium,Credit Card,Slow
U03109,3,2024,3.06,3.06,32.19,32.19,1581.66,60,10.51960784,0,Chennai,2W,Basic,Credit Card,Superfast
U03110,6,2024,12.76,12.76,103.23,103.23,1629.5,60,8.090125392,0,Chennai,2W,Premium,UPI,Slow
U03111,4,2025,44.16,44.16,319.72,319.72,1889.5,60,7.240036232,0,Delhi,4W,Premium,UPI,Slow
U03112,6,2025,21.65,21.65,196.37,196.37,1136.78,60,9.070207852,0,Ahmedabad,4W,Premium,Credit Card,Fast
U03113,12,2024,48.04,48.04,416.51,416.51,772.18,60,8.670066611,0,Kolkata,2W,Pay-as-you-go,UPI,Fast
U03114,4,2024,16.88,16.88,180.11,180.11,1465.74,60,10.6700237,0,Delhi,4W,Basic,Wallet,Slow
U03115,11,2024,33.83,33.83,260.49,260.49,576.44,60,7.69997044,1,Kolkata,4W,Basic,Credit Card,Superfast
U03116,6,2025,39.72,39.72,397.2,397.2,571.16,60,10,1,Ahmedabad,4W,Basic,UPI,Fast
U03117,1,2024,23.46,23.46,167.04,167.04,1909.63,60,7.120204604,1,Bangalore,4W,Pay-as-you-go,Debit Card,Superfast
U03118,2,2024,40.73,40.73,476.95,476.95,776.67,60,11.71004174,1,Hyderabad,2W,Basic,Debit Card,Fast
U03119,11,2024,39.29,39.29,378.76,378.76,438.45,60,9.640111988,1,Chennai,2W,Premium,Credit Card,Slow
U03120,2,2024,16.17,16.17,146.66,146.66,930.45,60,9.069882498,0,Ahmedabad,4W,Premium,Credit Card,Superfast
U03121,12,2024,29.78,29.78,216.8,216.8,386.54,60,7.280053727,0,Ahmedabad,3W,Pay-as-you-go,Credit Card,Fast
U03122,10,2025,11.72,11.72,105.48,105.48,1047.49,60,9,0,Mumbai,2W,Basic,Wallet,Superfast
U03123,12,2024,23.94,23.94,284.89,284.89,1670.86,60,11.90016708,0,Pune,4W,Premium,Wallet,Slow
U03124,4,2025,48.08,48.08,522.15,522.15,1979.63,60,10.86002496,0,Delhi,2W,Premium,Wallet,Superfast
U03125,3,2025,17.08,17.08,126.56,126.56,136.86,60,7.409836066,0,Ahmedabad,4W,Premium,Wallet,Fast
U03126,1,2025,44.55,44.55,377.34,377.34,1382.93,60,8.47003367,0,Kolkata,3W,Basic,Wallet,Slow
U03127,11,2024,12.16,12.16,118.2,118.2,1559.59,60,9.720394737,0,Kolkata,4W,Premium,Wallet,Slow
U03128,5,2024,46.8,46.8,473.15,473.15,510.82,60,10.11004274,0,Bangalore,3W,Pay-as-you-go,Debit Card,Fast
U03129,1,2025,9.12,9.12,58.73,58.73,730.53,60,6.439692982,0,Mumbai,2W,Basic,Wallet,Fast
U03130,2,2024,35.83,35.83,334.65,334.65,1912.14,60,9.339938599,0,Bangalore,4W,Premium,Debit Card,Slow
U03131,11,2025,7.54,7.54,60.24,60.24,549.2,60,7.98938992,0,Mumbai,2W,Premium,Wallet,Superfast
U03132,8,2024,45.98,45.98,349.45,349.45,1857.89,60,7.600043497,0,Bangalore,3W,Pay-as-you-go,UPI,Superfast
U03133,4,2024,37.95,37.95,237.57,237.57,203.86,60,6.260079051,0,Kolkata,2W,Basic,Credit Card,Superfast
U03134,10,2024,16.16,16.16,155.46,155.46,597.37,60,9.620049505,0,Delhi,4W,Basic,Wallet,Fast
U03135,7,2025,4.24,4.24,42.95,42.95,1762.71,60,10.12971698,0,Kolkata,4W,Pay-as-you-go,UPI,Slow
U03136,10,2025,22.81,22.81,187.73,187.73,1728.11,60,8.23016221,0,Pune,4W,Pay-as-you-go,UPI,Fast
U03137,2,2025,44.74,44.74,291.26,291.26,1212.05,60,6.510058114,0,Delhi,4W,Premium,Wallet,Slow
U03138,5,2024,8.95,8.95,61.4,61.4,135.15,60,6.860335196,0,Chennai,3W,Premium,Credit Card,Slow
U03139,8,2024,29.79,29.79,337.82,337.82,288.53,60,11.340047,1,Bangalore,3W,Pay-as-you-go,Credit Card,Superfast
U03140,5,2025,3.4,3.4,21.96,21.96,1000.03,60,6.458823529,1,Mumbai,3W,Pay-as-you-go,Credit Card,Superfast
U03141,5,2025,27.91,27.91,302.54,302.54,1188.11,60,10.83984235,1,Hyderabad,4W,Pay-as-you-go,Wallet,Superfast
U03142,11,2025,21.32,21.32,165.44,165.44,1798.97,60,7.759849906,1,Hyderabad,4W,Premium,Wallet,Fast
U03143,10,2025,37.74,37.74,354.38,354.38,1452.24,60,9.390037096,1,Hyderabad,2W,Premium,Debit Card,Slow
U03144,2,2024,40.4,40.4,269.47,269.47,1095.24,60,6.670049505,0,Ahmedabad,3W,Basic,Debit Card,Fast
U03145,3,2025,35.2,35.2,359.39,359.39,1141.38,60,10.20994318,0,Kolkata,4W,Premium,UPI,Fast
U03146,8,2024,9.74,9.74,61.46,61.46,1291.9,60,6.310061602,0,Mumbai,4W,Premium,Debit Card,Fast
U03147,12,2025,24.82,24.82,202.78,202.78,679.73,60,8.170024174,0,Hyderabad,4W,Premium,UPI,Fast
U03148,3,2024,5.11,5.11,53.25,53.25,1223.69,60,10.42074364,0,Kolkata,2W,Basic,UPI,Superfast
U03149,9,2025,43.36,43.36,357.72,357.72,1082.82,60,8.25,0,Pune,4W,Premium,Credit Card,Fast
U03150,11,2025,17.87,17.87,138.49,138.49,226.33,60,7.749860101,0,Bangalore,4W,Pay-as-you-go,Debit Card,Fast
U03151,8,2024,49.82,49.82,513.15,513.15,1082.02,60,10.30008029,0,Chennai,4W,Pay-as-you-go,Credit Card,Superfast
U03152,9,2024,34.8,34.8,378.28,378.28,1007.57,60,10.87011494,0,Hyderabad,4W,Premium,Wallet,Slow
U03153,3,2025,36.91,36.91,224.78,224.78,1020.6,60,6.089948523,0,Bangalore,4W,Premium,Credit Card,Fast
U03154,7,2025,41.01,41.01,487.61,487.61,932.74,60,11.89002682,0,Hyderabad,4W,Pay-as-you-go,Debit Card,Slow
U03155,3,2024,44.32,44.32,417.05,417.05,1801.25,60,9.409972924,0,Mumbai,3W,Pay-as-you-go,Debit Card,Fast
U03156,6,2024,40.02,40.02,410.21,410.21,1208.45,60,10.25012494,0,Bangalore,4W,Basic,Debit Card,Slow
U03157,12,2024,17.48,17.48,191.06,191.06,1291.84,60,10.93020595,0,Bangalore,4W,Basic,Credit Card,Superfast
U03158,9,2025,23.48,23.48,209.68,209.68,183.61,60,8.930153322,0,Kolkata,2W,Basic,Wallet,Superfast
U03159,8,2025,43.77,43.77,449.08,449.08,1703.24,60,10.25999543,0,Ahmedabad,4W,Pay-as-you-go,Credit Card,Superfast
U03160,9,2025,41.77,41.77,448.19,448.19,215.09,60,10.72994972,0,Chennai,2W,Premium,Wallet,Slow
U03161,12,2024,42.68,42.68,321.81,321.81,1116.36,60,7.540065604,0,Kolkata,2W,Basic,Credit Card,Superfast
U03162,11,2024,8.4,8.4,97.61,97.61,1761.38,60,11.6202381,0,Delhi,2W,Pay-as-you-go,Wallet,Superfast
U03163,5,2025,45.98,45.98,318.64,318.64,729.79,60,6.929969552,1,Mumbai,2W,Basic,Wallet,Slow
U03164,11,2024,27.69,27.69,266.38,266.38,1194.67,60,9.620079451,1,Kolkata,4W,Premium,Debit Card,Fast
U03165,5,2024,8.84,8.84,94.15,94.15,1271.08,60,10.65045249,1,Bangalore,4W,Premium,Credit Card,Fast
U03166,2,2025,27.33,27.33,327.41,327.41,886.36,60,11.97987559,1,Kolkata,2W,Basic,Debit Card,Superfast
U03167,9,2025,24.93,24.93,255.53,255.53,1855.92,60,10.24989972,1,Pune,4W,Premium,Credit Card,Slow
U03168,6,2025,46.26,46.26,290.98,290.98,1940.26,60,6.290099438,0,Delhi,4W,Pay-as-you-go,Debit Card,Superfast
U03169,6,2025,44.51,44.51,325.37,325.37,1637.96,60,7.310042687,0,Delhi,2W,Basic,Debit Card,Fast
U03170,2,2025,5.42,5.42,43.85,43.85,1763.92,60,8.090405904,0,Kolkata,2W,Basic,Credit Card,Superfast
U03171,1,2024,36.31,36.31,276.32,276.32,1015.36,60,7.610024787,0,Mumbai,4W,Basic,Debit Card,Fast
U03172,2,2025,44.08,44.08,436.83,436.83,1627.3,60,9.909936479,0,Bangalore,3W,Premium,Wallet,Superfast
U03173,6,2024,42.41,42.41,298.57,298.57,1051.48,60,7.040084886,0,Bangalore,4W,Premium,Credit Card,Slow
U03174,10,2024,40.22,40.22,426.33,426.33,897.76,60,10.59995027,0,Hyderabad,4W,Premium,Credit Card,Fast
U03175,8,2025,6.79,6.79,54.8,54.8,906.03,60,8.070692194,0,Bangalore,4W,Pay-as-you-go,Debit Card,Slow
U03176,7,2024,23.26,23.26,173.98,173.98,1458.58,60,7.479793637,0,Kolkata,4W,Premium,Debit Card,Fast
U03177,7,2024,19.03,19.03,193.92,193.92,924.62,60,10.19022596,0,Pune,2W,Pay-as-you-go,Wallet,Fast
U03178,12,2025,6.62,6.62,66.73,66.73,1401.36,60,10.08006042,0,Hyderabad,4W,Premium,Credit Card,Slow
U03179,4,2024,24.97,24.97,235.22,235.22,985.88,60,9.420104125,0,Chennai,4W,Premium,Credit Card,Fast
U03180,4,2024,4.54,4.54,45.9,45.9,189.58,60,10.11013216,0,Bangalore,4W,Basic,UPI,Slow
U03181,3,2025,6.46,6.46,51.03,51.03,1050.85,60,7.899380805,0,Bangalore,2W,Premium,Debit Card,Fast
U03182,10,2024,5.36,5.36,39.88,39.88,1087.51,60,7.440298507,0,Bangalore,2W,Pay-as-you-go,Debit Card,Slow
U03183,7,2024,25.19,25.19,254.17,254.17,1355.77,60,10.09011513,0,Kolkata,4W,Basic,Credit Card,Superfast
U03184,2,2025,31.93,31.93,235.64,235.64,1723.69,60,7.379893517,0,Chennai,4W,Premium,Debit Card,Fast
U03185,9,2024,38.85,38.85,312.35,312.35,1926.71,60,8.03989704,0,Bangalore,2W,Basic,Credit Card,Fast
U03186,6,2025,30.02,30.02,303.5,303.5,1169.31,60,10.10992672,0,Kolkata,3W,Premium,Wallet,Slow
U03187,3,2024,15.35,15.35,153.19,153.19,1665.71,60,9.97980456,1,Hyderabad,4W,Pay-as-you-go,Wallet,Fast
U03188,4,2024,29.29,29.29,189.21,189.21,980.86,60,6.459883919,1,Chennai,3W,Pay-as-you-go,Credit Card,Slow
U03189,8,2025,11.89,11.89,93.81,93.81,1725.06,60,7.889823381,1,Delhi,2W,Basic,Credit Card,Slow
U03190,6,2025,20.33,20.33,232.98,232.98,855.21,60,11.45991146,1,Bangalore,4W,Premium,Wallet,Slow
U03191,9,2024,6.3,6.3,62.5,62.5,832.16,60,9.920634921,1,Ahmedabad,4W,Basic,Wallet,Slow
U03192,1,2025,5.34,5.34,51.9,51.9,680.37,60,9.719101124,0,Hyderabad,2W,Premium,Wallet,Fast
U03193,3,2025,24.91,24.91,156.19,156.19,1568.7,60,6.270172621,0,Chennai,2W,Pay-as-you-go,Wallet,Slow
U03194,2,2024,43.4,43.4,394.94,394.94,751.24,60,9.1,0,Delhi,2W,Basic,UPI,Fast
U03195,1,2025,7.57,7.57,66.09,66.09,639.62,60,8.730515192,0,Kolkata,4W,Premium,Wallet,Slow
U03196,11,2024,26.35,26.35,268.77,268.77,165.13,60,10.2,0,Mumbai,2W,Basic,Debit Card,Fast
U03197,10,2024,40.93,40.93,354.86,354.86,1089.16,60,8.669924261,0,Delhi,4W,Pay-as-you-go,Debit Card,Slow
U03198,3,2025,31.86,31.86,222.06,222.06,490.51,60,6.969868173,0,Mumbai,4W,Pay-as-you-go,UPI,Fast
U03199,8,2025,3.79,3.79,42.79,42.79,743.12,60,11.29023747,0,Delhi,4W,Pay-as-you-go,Credit Card,Slow
U03200,8,2024,9.15,9.15,105.04,105.04,208.43,60,11.47978142,0,Hyderabad,2W,Premium,UPI,Fast
U03201,4,2024,28.64,28.64,213.94,213.94,424.78,60,7.469972067,0,Ahmedabad,2W,Basic,Debit Card,Fast
U03202,2,2025,2.22,2.22,13.54,13.54,1325.85,60,6.099099099,0,Kolkata,4W,Premium,Debit Card,Slow
U03203,5,2025,15.65,15.65,139.75,139.75,1619.15,60,8.92971246,0,Kolkata,2W,Premium,Wallet,Superfast
U03204,10,2025,14.47,14.47,95.79,95.79,1107.45,60,6.619903248,0,Delhi,4W,Premium,Debit Card,Fast
U03205,3,2024,12.34,12.34,77.74,77.74,1971.49,60,6.299837925,0,Pune,2W,Pay-as-you-go,UPI,Superfast
U03206,5,2025,24.45,24.45,274.33,274.33,455.7,60,11.2200409,0,Bangalore,4W,Pay-as-you-go,Debit Card,Slow
U03207,11,2025,13.57,13.57,152.8,152.8,312.72,60,11.26013265,0,Ahmedabad,4W,Basic,Debit Card,Fast
U03208,7,2025,5.43,5.43,43.98,43.98,122.29,60,8.099447514,0,Kolkata,4W,Pay-as-you-go,UPI,Slow
U03209,5,2025,25.91,25.91,252.1,252.1,230.35,60,9.729834041,0,Delhi,4W,Basic,Credit Card,Fast
U03210,7,2024,27.64,27.64,232.73,232.73,644.36,60,8.420043415,0,Hyderabad,2W,Pay-as-you-go,Credit Card,Fast
U03211,4,2025,33.55,33.55,206.67,206.67,239.48,60,6.160059613,1,Ahmedabad,2W,Premium,Wallet,Slow
U03212,1,2025,38.43,38.43,385.07,385.07,839.21,60,10.02003643,1,Ahmedabad,4W,Pay-as-you-go,Credit Card,Superfast
U03213,3,2025,43.61,43.61,273.43,273.43,1668.35,60,6.269892227,1,Mumbai,2W,Basic,Wallet,Superfast
U03214,6,2025,47.18,47.18,285.91,285.91,206.65,60,6.059983044,1,Ahmedabad,4W,Premium,Debit Card,Superfast
U03215,4,2025,47.09,47.09,519.87,519.87,1417.95,60,11.03992355,1,Delhi,2W,Premium,Wallet,Fast
U03216,9,2025,12.4,12.4,148.55,148.55,1838.54,60,11.97983871,0,Mumbai,2W,Pay-as-you-go,UPI,Slow
U03217,6,2024,35.55,35.55,241.03,241.03,597.57,60,6.780028129,0,Pune,2W,Basic,UPI,Fast
U03218,9,2025,44.97,44.97,308.94,308.94,1076.37,60,6.869913276,0,Bangalore,4W,Basic,Debit Card,Fast
U03219,3,2024,5.11,5.11,45.68,45.68,162.73,60,8.939334638,0,Ahmedabad,2W,Basic,UPI,Slow
U03220,12,2024,37.63,37.63,358.24,358.24,1578.25,60,9.520063779,0,Kolkata,2W,Basic,Debit Card,Superfast
U03221,10,2024,35.11,35.11,352.86,352.86,928.46,60,10.05012817,0,Chennai,4W,Premium,Wallet,Superfast
U03222,3,2024,27,27,211.14,211.14,1439.75,60,7.82,0,Ahmedabad,2W,Premium,Debit Card,Slow
U03223,11,2025,23.45,23.45,257.01,257.01,1723.25,60,10.95991471,0,Delhi,4W,Basic,Debit Card,Slow
U03224,5,2025,9.97,9.97,112.96,112.96,373.22,60,11.32998997,0,Delhi,2W,Premium,Wallet,Superfast
U03225,6,2024,27,27,243.27,243.27,1401.67,60,9.01,0,Kolkata,4W,Basic,Wallet,Fast
U03226,8,2024,27.1,27.1,320.32,320.32,932.65,60,11.8199262,0,Pune,2W,Pay-as-you-go,Debit Card,Slow
U03227,11,2025,33.79,33.79,326.07,326.07,372.15,60,9.649896419,0,Kolkata,2W,Pay-as-you-go,Debit Card,Slow
U03228,9,2024,8.24,8.24,82.73,82.73,930.08,60,10.04004854,0,Hyderabad,4W,Pay-as-you-go,Wallet,Slow
U03229,9,2024,31.57,31.57,351.69,351.69,1031.66,60,11.14000634,0,Bangalore,4W,Basic,UPI,Fast
U03230,8,2025,38.93,38.93,356.21,356.21,427.17,60,9.150012844,0,Chennai,2W,Pay-as-you-go,Wallet,Fast
U03231,11,2025,15.51,15.51,160.99,160.99,781.29,60,10.379755,0,Mumbai,4W,Pay-as-you-go,Wallet,Fast
U03232,6,2025,25.51,25.51,174.23,174.23,1085.53,60,6.829870639,0,Bangalore,2W,Pay-as-you-go,Debit Card,Fast
U03233,11,2024,41.42,41.42,328.05,328.05,1068.49,60,7.920086915,0,Hyderabad,2W,Premium,Wallet,Fast
U03234,2,2024,48.95,48.95,345.1,345.1,1270.65,60,7.050051073,0,Bangalore,4W,Premium,Credit Card,Fast
U03235,6,2024,9.58,9.58,107.01,107.01,772.33,60,11.17014614,1,Pune,3W,Basic,Wallet,Superfast
U03236,10,2025,13.59,13.59,156.28,156.28,264.2,60,11.49963208,1,Pune,4W,Pay-as-you-go,UPI,Superfast
U03237,2,2025,18.1,18.1,160,160,1545.6,60,8.839779006,1,Kolkata,4W,Premium,UPI,Fast
U03238,7,2024,47.1,47.1,283.07,283.07,477.4,60,6.009978769,1,Kolkata,2W,Premium,UPI,Slow
U03239,7,2024,41.11,41.11,446.45,446.45,433.59,60,10.85988811,1,Kolkata,4W,Basic,Debit Card,Superfast
U03240,11,2024,30.12,30.12,213.55,213.55,806.2,60,7.08997344,0,Kolkata,4W,Premium,Debit Card,Slow
U03241,10,2024,18.02,18.02,140.92,140.92,1173.3,60,7.820199778,0,Delhi,4W,Pay-as-you-go,UPI,Slow
U03242,3,2024,23.65,23.65,265.59,265.59,258.87,60,11.23002114,0,Hyderabad,3W,Premium,Credit Card,Fast
U03243,1,2024,22.35,22.35,198.47,198.47,705.97,60,8.880089485,0,Bangalore,4W,Basic,Credit Card,Fast
U03244,3,2024,34.81,34.81,413.89,413.89,1313.23,60,11.88997415,0,Hyderabad,4W,Premium,UPI,Fast
U03245,4,2025,13.51,13.51,139.15,139.15,923.9,60,10.29977794,0,Bangalore,4W,Premium,Wallet,Slow
U03246,2,2025,48.91,48.91,313.02,313.02,1724.66,60,6.399918217,0,Mumbai,4W,Premium,UPI,Slow
U03247,9,2025,26.19,26.19,196.42,196.42,658.55,60,7.499809087,0,Kolkata,2W,Pay-as-you-go,Wallet,Superfast
U03248,7,2024,42.42,42.42,392.81,392.81,1908.98,60,9.260018859,0,Mumbai,4W,Pay-as-you-go,UPI,Slow
U03249,9,2025,30.41,30.41,255.44,255.44,1214.52,60,8.399868464,0,Pune,4W,Premium,Wallet,Fast
U03250,3,2024,17.64,17.64,177.28,177.28,1058.01,60,10.04988662,0,Mumbai,4W,Basic,Wallet,Slow
U03251,4,2024,6.03,6.03,43.6,43.6,350.61,60,7.230514096,0,Chennai,3W,Basic,Credit Card,Superfast
U03252,9,2024,7.12,7.12,79.82,79.82,677.53,60,11.21067416,0,Delhi,4W,Premium,Credit Card,Superfast
U03253,5,2025,9.23,9.23,87.87,87.87,566.18,60,9.520043337,0,Hyderabad,4W,Pay-as-you-go,Debit Card,Fast
U03254,10,2024,30.61,30.61,237.53,237.53,365.3,60,7.759882391,0,Delhi,2W,Basic,Debit Card,Fast
U03255,9,2025,26.59,26.59,168.31,168.31,252.97,60,6.329823242,0,Mumbai,3W,Basic,Credit Card,Slow
U03256,3,2024,36.51,36.51,230.38,230.38,1309.16,60,6.310052041,0,Kolkata,2W,Pay-as-you-go,Debit Card,Superfast
U03257,12,2025,10.82,10.82,66.65,66.65,1083.85,60,6.159889094,0,Pune,4W,Premium,Wallet,Slow
U03258,12,2024,23.36,23.36,258.83,258.83,1750.82,60,11.08005137,0,Kolkata,2W,Premium,Wallet,Fast
U03259,11,2025,16.35,16.35,145.84,145.84,1251.3,60,8.919877676,1,Bangalore,2W,Pay-as-you-go,Credit Card,Slow
U03260,3,2024,2.01,2.01,19.2,19.2,747.98,60,9.552238806,1,Pune,4W,Pay-as-you-go,Wallet,Slow
U03261,3,2025,41.45,41.45,326.21,326.21,266.11,60,7.869963812,1,Bangalore,2W,Pay-as-you-go,UPI,Fast
U03262,9,2025,22.07,22.07,252.7,252.7,1201.05,60,11.44993203,1,Bangalore,4W,Pay-as-you-go,UPI,Fast
U03263,6,2025,42.89,42.89,452.92,452.92,1949.45,60,10.5600373,1,Delhi,4W,Pay-as-you-go,Debit Card,Slow
U03264,6,2025,27.35,27.35,259.55,259.55,1657.55,60,9.489945155,0,Hyderabad,4W,Premium,Wallet,Fast
U03265,6,2024,6.73,6.73,56.46,56.46,1782.96,60,8.389301634,0,Ahmedabad,2W,Pay-as-you-go,UPI,Fast
U03266,8,2024,21.9,21.9,183.52,183.52,323.58,60,8.379908676,0,Ahmedabad,2W,Premium,Credit Card,Fast
U03267,6,2024,14.5,14.5,110.2,110.2,1312.39,60,7.6,0,Chennai,4W,Premium,Wallet,Fast
U03268,7,2024,35.45,35.45,278.64,278.64,1687.76,60,7.860084626,0,Ahmedabad,4W,Basic,Wallet,Superfast
U03269,2,2025,35.26,35.26,380.46,380.46,1029,60,10.79013046,0,Bangalore,4W,Basic,Wallet,Fast
U03270,11,2025,27.53,27.53,196.56,196.56,1803.41,60,7.139847439,0,Delhi,3W,Premium,Debit Card,Fast
U03271,10,2025,47.34,47.34,561.45,561.45,1144.22,60,11.8599493,0,Ahmedabad,2W,Premium,UPI,Superfast
U03272,9,2024,6.86,6.86,52.27,52.27,333.73,60,7.619533528,0,Delhi,3W,Pay-as-you-go,UPI,Slow
U03273,7,2025,37.79,37.79,363.54,363.54,1350.37,60,9.620005292,0,Kolkata,2W,Pay-as-you-go,Debit Card,Slow
U03274,2,2025,42.08,42.08,339.59,339.59,1604.24,60,8.070104563,0,Mumbai,4W,Premium,Wallet,Superfast
U03275,4,2024,24.34,24.34,200.8,200.8,507.96,60,8.249794577,0,Pune,4W,Premium,UPI,Superfast
U03276,12,2025,11.95,11.95,115.56,115.56,491.86,60,9.670292887,0,Chennai,4W,Premium,Debit Card,Superfast
U03277,10,2025,42.2,42.2,319.03,319.03,1217.17,60,7.559952607,0,Delhi,2W,Premium,Debit Card,Superfast
U03278,6,2025,7.99,7.99,69.43,69.43,1671.52,60,8.689612015,0,Kolkata,2W,Pay-as-you-go,Credit Card,Superfast
U03279,4,2025,46.88,46.88,451.45,451.45,1960.01,60,9.629906143,0,Hyderabad,2W,Pay-as-you-go,Debit Card,Fast
